pool_address,protocol,version,token0,token1,fee,balance_raw,balance_decimal,in_holders_list
0x52c77b0CB827aFbAD022E6d6CAF2C44452eDbc39,uniswap,v2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,,1321861816160557,13218618.161606,True
0xEb8261A88eBF20f6fC6fd402a50e864FfcEFd4C6,uniswap,v2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,,0,0.0,False
0xE60FbA68Aa34040a1da64Cc661d06920853C16CF,uniswap,v3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,500,0,0.0,False
0x7C706586679Af2BA6D1A9fC2DA9C6aF59883fdD3,uniswap,v3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,3000,0,0.0,False
0x00Ed26e794b949E18B142F9108429b74CE08aC99,uniswap,v3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,10000,0,0.0,False
0x95b5Dc7efdc7b9CB5A1254dF176Bb526Ad1B7C72,uniswap,v3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,100,0,0.0,False
0x14167b77c5bc79C16bb4493830B2fbb74f503665,uniswap,v3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,3000,0,0.0,False
0xa1532d04697cCB522E4EFC8FBa5daa75A412f7b8,uniswap,v3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xE0f63A424a4439cBE457D80E4f4b51aD25b2c56C,10000,0,0.0,False
